Date,Adj Close,Close,High,Low,Open,Volume,Price_Up,Price_Change,Price_Change_Pct,VADER_Positive,VADER_Negative,VADER_Neutral,VADER_Compound_Sentiment
1999-03-02,0.041794319,0.045573,0.046094,0.044792,0.045832999,55248000,0,-0.00039099899999999604,-0.850663581295431,,,,
1999-03-03,0.038928449,0.042447999,0.045832999,0.042188,0.045832999,61392000,0,-0.0031250010000000022,-6.857132512671981,,,,
1999-03-04,0.038092051,0.041536,0.044792,0.041145999,0.044530999,57360000,0,-0.0009119990000000036,-2.148508814278863,,,,
1999-03-05,0.040241711,0.043880001,0.044009998,0.041926999,0.041926999,78768000,1,0.0023440010000000053,5.643299788135606,,,,
1999-03-08,0.040838718,0.044530999,0.045832999,0.041926999,0.042707998,75888000,1,0.0006509979999999999,1.4835870217961022,,,,
1999-03-09,0.042152904,0.045963999,0.046615001,0.044401001,0.044401001,143184000,1,0.0014329999999999968,3.2179830504139297,,,,
1999-03-10,0.041435741,0.045182001,0.046615001,0.044530999,0.046615001,235344000,0,-0.000781997999999999,-1.701327162590877,,,,
1999-03-11,0.039644685,0.043228999,0.045182001,0.043228999,0.044401001,54288000,0,-0.0019530020000000023,-4.32252214770214,,,,
1999-03-12,0.038928449,0.042447999,0.04349,0.041666999,0.04349,90768000,0,-0.000780999999999997,-1.8066576096291218,,,,
1999-03-15,0.040600277,0.044271,0.044792,0.043228999,0.04349,108816000,1,0.0018230009999999977,4.29466887237723,,,,
1999-03-16,0.039287001,0.042838998,0.045051999,0.042447999,0.044530999,79152000,0,-0.0014320019999999947,-3.2346276343430116,,,,
1999-03-17,0.039525457,0.043099001,0.044009998,0.042057,0.043228999,51360000,1,0.00026000299999999477,0.606930628956342,,,,
1999-03-18,0.040003255,0.043620002,0.044271,0.042188,0.043228999,46320000,1,0.0005210010000000001,1.2088470449697897,,,,
1999-03-19,0.040122472,0.043749999,0.045051999,0.04349,0.04349,105312000,1,0.00012999699999999975,0.29802153608337695,,,,
1999-03-22,0.038928449,0.042447999,0.044792,0.042447999,0.044661,36672000,0,-0.0013019999999999976,-2.9760000680228536,,,,
1999-03-23,0.036540333,0.039843999,0.042707998,0.039062999,0.042707998,163968000,0,-0.002604000000000002,-6.134564788319002,,,,
1999-03-24,0.036300983,0.039583001,0.039843999,0.038020998,0.039583001,60864000,0,-0.0002609979999999984,-0.655049710246199,,,,
1999-03-25,0.036778785,0.040104002,0.041666999,0.039322998,0.039453,40320000,1,0.0005210010000000001,1.3162241033720512,,,,
1999-03-26,0.040003255,0.043620002,0.043749999,0.040624999,0.040624999,88272000,1,0.0035159999999999983,8.767204829084136,,,,
1999-03-29,0.041197304,0.044922002,0.045963999,0.044140998,0.044922002,65952000,1,0.0013020000000000045,2.984869189139433,,,,
1999-03-30,0.037734382,0.041145999,0.045442998,0.040885001,0.045051999,69504000,0,-0.003776003,-8.405687262112673,,,,
1999-03-31,0.040360913,0.044009998,0.044530999,0.040495001,0.042447999,153600000,1,0.002863998999999999,6.9605771389825755,,,,
1999-04-01,0.039166883,0.042707998,0.044271,0.041926999,0.044009998,30432000,0,-0.0013020000000000045,-2.9584186756836583,,,,
1999-04-05,0.037972841,0.041405998,0.043228999,0.041145999,0.042188,98640000,0,-0.0013019999999999976,-3.0486093026416214,,,,
1999-04-06,0.037018139,0.040364999,0.041926999,0.039583001,0.041797001,69696000,0,-0.0010409990000000008,-2.51412609351911,,,,
1999-04-07,0.040122472,0.043749999,0.044009998,0.040364999,0.040624999,89280000,1,0.003384999999999999,8.385978158949042,,,,
1999-04-08,0.040838718,0.044530999,0.045832999,0.04349,0.044009998,130128000,1,0.0007810000000000039,1.7851428979461323,,,,
1999-04-09,0.040122472,0.043749999,0.044792,0.04349,0.044792,48624000,0,-0.0007810000000000039,-1.7538344468759928,,,,
1999-04-12,0.038450632,0.041926999,0.043228999,0.041145999,0.043228999,33312000,0,-0.0018229999999999982,-4.16685723809959,,,,
1999-04-13,0.036898006,0.040233999,0.042707998,0.039583001,0.042707998,36144000,0,-0.001693,-4.0379708550092035,,,,
1999-04-14,0.035824101,0.039062999,0.041016001,0.039062999,0.040104002,48288000,0,-0.0011709999999999984,-2.91047380102584,,,,
1999-04-15,0.036778785,0.040104002,0.040104002,0.039062999,0.040104002,35856000,1,0.0010410029999999987,2.6649336370717434,,,,
1999-04-16,0.037972841,0.041405998,0.042057,0.039843999,0.039843999,38928000,1,0.0013019959999999997,3.2465488107645704,,,,
1999-04-19,0.036300983,0.039583001,0.041926999,0.039062999,0.041926999,31296000,0,-0.0018229969999999998,-4.402736531069725,,,,
1999-04-20,0.035584737,0.038802002,0.041145999,0.038410999,0.039583001,67680000,0,-0.0007809989999999975,-1.9730666707155367,,,,
1999-04-21,0.036181759,0.039453,0.039583001,0.038541999,0.038802002,37488000,1,0.0006509979999999999,1.677743328810714,,,,
1999-04-22,0.034629136,0.037760001,0.039583001,0.03737,0.039583001,227184000,0,-0.0016929990000000006,-4.2911793779940695,,,,
1999-04-23,0.032958195,0.035937998,0.037760001,0.035677001,0.037629999,126048000,0,-0.0018220030000000026,-4.825219681535502,,,,
1999-04-26,0.031286348,0.034115002,0.036458001,0.033333,0.035937998,123504000,0,-0.0018229960000000003,-5.07261422853883,,,,
1999-04-27,0.034629136,0.037760001,0.038020998,0.034375001,0.034896001,226944000,1,0.003644999000000003,10.68444609793663,,,,
1999-04-28,0.034390703,0.037500001,0.038020998,0.036327999,0.038020998,120096000,0,-0.0002600000000000033,-0.6885593037987559,,,,
1999-04-29,0.034390703,0.037500001,0.037760001,0.036719002,0.037629999,48144000,0,0.0,0.0,,,,
1999-04-30,0.034868501,0.038020998,0.039583001,0.037629999,0.037891001,99312000,1,0.0005209970000000022,1.3893252962846647,,,,
1999-05-03,0.035106938,0.038281001,0.038410999,0.037239999,0.038410999,33840000,1,0.0002600030000000017,0.6838405451640215,,,,
1999-05-04,0.033196643,0.036198001,0.038281001,0.035417002,0.038281001,96048000,0,-0.0020830000000000015,-5.441341515599348,,,,
1999-05-05,0.033912905,0.036979001,0.036979001,0.034375001,0.036458001,144576000,1,0.000780999999999997,2.157577707122548,,,,
1999-05-06,0.033256259,0.036263,0.037500001,0.035156,0.036719002,35616000,0,-0.0007160010000000008,-1.936236730678584,,,,
1999-05-07,0.033435088,0.036458001,0.036719002,0.035156,0.035156,25008000,1,0.0001950010000000002,0.5377409480737948,,,,
1999-05-10,0.033435088,0.036458001,0.037239999,0.036198001,0.036198001,19680000,0,0.0,0.0,,,,
1999-05-11,0.035226166,0.038410999,0.039583001,0.037239999,0.038020998,171744000,1,0.0019529980000000044,5.356843344208599,,,,
1999-05-12,0.036300983,0.039583001,0.039714001,0.038281001,0.038802002,168480000,1,0.0011720019999999984,3.051214575283497,,,,
1999-05-13,0.036300983,0.039583001,0.040624999,0.039453,0.039583001,69936000,0,0.0,0.0,,,,
1999-05-14,0.034390703,0.037500001,0.039583001,0.036979001,0.039583001,28464000,0,-0.0020830000000000015,-5.262359971140141,,,,
1999-05-17,0.036062531,0.039322998,0.039322998,0.036849,0.036979001,35760000,1,0.0018229969999999998,4.861325203697994,,,,
1999-05-18,0.037734382,0.041145999,0.041666999,0.038541999,0.039714001,151536000,1,0.0018230010000000046,4.635966464205005,,,,
1999-05-19,0.036062531,0.039322998,0.044530999,0.038672,0.042969,451728000,0,-0.0018230010000000046,-4.430566869940391,,,,
1999-05-20,0.033196643,0.036198001,0.039583001,0.034766,0.039583001,178176000,0,-0.0031249969999999974,-7.946995801286559,,,,
1999-05-21,0.032480419,0.035417002,0.035677001,0.034375001,0.035677001,303504000,0,-0.0007809989999999975,-2.1575749445390575,,,,
1999-05-24,0.032360267,0.035286002,0.036458001,0.034766,0.035677001,162624000,0,-0.0001310000000000061,-0.36987885084120364,,,,
1999-05-25,0.032599632,0.035546999,0.035937998,0.035156,0.035417002,130080000,1,0.00026099700000000586,0.7396615802493178,,,,
1999-05-26,0.032480419,0.035417002,0.037239999,0.035417002,0.035417002,104736000,0,-0.00012999699999999975,-0.36570457044770427,,,,
1999-05-27,0.032241035,0.035156,0.035677001,0.035156,0.035677001,82320000,0,-0.00026100200000000323,-0.7369398460095612,,,,
1999-05-28,0.032599632,0.035546999,0.035677001,0.035156,0.035677001,88656000,1,0.000390999000000003,1.1121828421891085,,,,
1999-06-01,0.032718848,0.035677001,0.035677001,0.034896001,0.035417002,98544000,1,0.00013000199999999712,0.3657186363326961,,,,
1999-06-02,0.031524811,0.034375001,0.035677001,0.034375001,0.035677001,130128000,0,-0.0013019999999999976,-3.6494098817330456,,,,
1999-06-03,0.032360267,0.035286002,0.035546999,0.034896001,0.035286002,41568000,1,0.0009110009999999946,2.650184650176431,,,,
1999-06-04,0.032599632,0.035546999,0.035677001,0.035286002,0.035546999,78912000,1,0.00026099700000000586,0.7396615802493178,,,,
1999-06-07,0.032958195,0.035937998,0.036458001,0.035677001,0.035742,125136000,1,0.00039099899999999604,1.0999493937589386,,,,
1999-06-08,0.033793658,0.036849,0.037500001,0.035937998,0.036068,153312000,1,0.000911002000000001,2.5349269594817194,,,,
1999-06-09,0.034390703,0.037500001,0.038281001,0.036979001,0.036979001,95184000,1,0.0006510009999999983,1.7666720942223622,,,,
1999-06-10,0.034509912,0.037629999,0.037760001,0.037239999,0.037500001,36096000,1,0.00012999799999999923,0.34666132408902933,,,,
1999-06-11,0.033793658,0.036849,0.037760001,0.035546999,0.037629999,61008000,0,-0.0007809989999999975,-2.075469095813682,,,,
1999-06-14,0.032480419,0.035417002,0.036979001,0.035156,0.036913998,51648000,0,-0.0014319979999999968,-3.8861244538521995,,,,
1999-06-15,0.032480419,0.035417002,0.035677001,0.034896001,0.035417002,49296000,0,0.0,0.0,,,,
1999-06-16,0.033435088,0.036458001,0.037500001,0.035417002,0.035937998,64416000,1,0.0010409989999999938,2.9392634644795566,,,,
1999-06-17,0.032480419,0.035417002,0.036719002,0.035417002,0.036198001,74928000,0,-0.0010409989999999938,-2.8553375704827975,,,,
1999-06-18,0.031286348,0.034115002,0.035677001,0.034115002,0.035677001,158736000,0,-0.0013020000000000045,-3.6762004869864606,,,,
1999-06-21,0.032958195,0.035937998,0.035937998,0.034212001,0.035156,83472000,1,0.0018229960000000003,5.343678420420437,,,,
1999-06-22,0.032360267,0.035286002,0.035937998,0.034504998,0.035937998,193056000,0,-0.0006519960000000019,-1.8142245987102619,,,,
1999-06-23,0.032958195,0.035937998,0.035937998,0.034504998,0.034896001,210912000,1,0.0006519960000000019,1.8477468770760768,,,,
1999-06-24,0.032241035,0.035156,0.036198001,0.034896001,0.036198001,115200000,0,-0.000781997999999999,-2.1759642815940916,,,,
1999-06-25,0.032718848,0.035677001,0.036068,0.034896001,0.034896001,73536000,1,0.0005210010000000001,1.4819689384457848,,,,
1999-06-28,0.033196643,0.036198001,0.036849,0.035417002,0.036849,109152000,1,0.0005210000000000006,1.4603245379285121,,,,
1999-06-29,0.033555236,0.036589,0.037108999,0.036198001,0.036719002,92688000,1,0.000390999000000003,1.0801673827237117,,,,
1999-06-30,0.036540333,0.039843999,0.039843999,0.036979001,0.037760001,269232000,1,0.0032549989999999945,8.896113586050436,,,,
1999-07-01,0.034629136,0.037760001,0.039843999,0.035677001,0.039843999,88992000,0,-0.0020839979999999966,-5.2303936660574575,,,,
1999-07-02,0.037137363,0.040495001,0.040495001,0.037500001,0.038281001,224880000,1,0.0027350000000000013,7.243114214959902,,,,
1999-07-06,0.037256584,0.040624999,0.040885001,0.040104002,0.040885001,198096000,1,0.00012999799999999923,0.32102234051062056,,,,
1999-07-07,0.036540333,0.039843999,0.040885001,0.039843999,0.040885001,63120000,0,-0.0007810000000000039,-1.9224615857836795,,,,
1999-07-08,0.037375811,0.040755,0.041405998,0.038802002,0.040104002,186048000,1,0.0009110010000000016,2.286419593575438,,,,
1999-07-09,0.040540658,0.044206001,0.044530999,0.040624999,0.040624999,211728000,1,0.003451001000000002,8.467675131885663,,,,
1999-07-12,0.042391337,0.046224002,0.048177,0.045051999,0.046875,401040000,1,0.0020180009999999984,4.564993336538174,,,,
1999-07-13,0.042510565,0.046354,0.047005001,0.044271,0.046744999,138864000,1,0.00012999799999999923,0.2812348441833297,,,,
1999-07-14,0.040838718,0.044530999,0.047396,0.044271,0.046354,137952000,0,-0.0018230009999999977,-3.932780342581002,,,,
1999-07-15,0.041078087,0.044792,0.046354,0.044792,0.044922002,137040000,1,0.0002610009999999968,0.5861108123803753,,,,
1999-07-16,0.041913562,0.045703001,0.046094,0.044792,0.045573,103872000,1,0.0009110010000000016,2.033847562064658,,,,
1999-07-19,0.040838718,0.044530999,0.045963999,0.044271,0.045832999,43632000,0,-0.0011720019999999984,-2.5643874020439017,,,,
1999-07-20,0.040122472,0.043749999,0.044530999,0.042188,0.044530999,178752000,0,-0.0007810000000000039,-1.7538344468759928,,,,
1999-07-21,0.038928449,0.042447999,0.043228999,0.041145999,0.043228999,112080000,0,-0.0013019999999999976,-2.9760000680228536,,,,
1999-07-22,0.037137363,0.040495001,0.042188,0.040104002,0.042188,213264000,0,-0.0019529979999999975,-4.600918879591939,,,,
1999-07-23,0.037137363,0.040495001,0.041666999,0.040364999,0.040364999,80256000,0,0.0,0.0,,,,
1999-07-26,0.037256584,0.040624999,0.041536,0.040624999,0.041536,60528000,1,0.00012999799999999923,0.32102234051062056,,,,
1999-07-27,0.037375811,0.040755,0.040885001,0.040104002,0.040624999,98592000,1,0.00013000099999999765,0.3200024694154396,,,,
1999-07-28,0.037972841,0.041405998,0.041926999,0.040495001,0.040624999,244224000,1,0.0006509979999999999,1.597345111029321,,,,
1999-07-29,0.038331419,0.041797001,0.041926999,0.040364999,0.040624999,388800000,1,0.0003910030000000009,0.9443148792114633,,,,
1999-07-30,0.038450632,0.041926999,0.042969,0.041666999,0.041797001,452304000,1,0.00012999799999999923,0.3110223147349716,,,,
1999-08-02,0.038809225,0.042318001,0.042447999,0.041666999,0.041926999,313344000,1,0.0003910020000000014,0.9325780745719516,,,,
1999-08-03,0.037853617,0.041276,0.042318001,0.040885001,0.042318001,255216000,0,-0.0010420010000000007,-2.4623114877283565,,,,
1999-08-04,0.037853617,0.041276,0.041666999,0.041145999,0.041536,89952000,0,0.0,0.0,,,,
1999-08-05,0.038450632,0.041926999,0.041926999,0.040624999,0.041276,240576000,1,0.0006509989999999993,1.5771852892722145,,,,
1999-08-06,0.038450632,0.041926999,0.042057,0.041666999,0.041797001,183984000,0,0.0,0.0,,,,
1999-08-09,0.038450632,0.041926999,0.042447999,0.041666999,0.042057,31056000,0,0.0,0.0,,,,
1999-08-10,0.039166883,0.042707998,0.044530999,0.041926999,0.042188,212064000,1,0.0007809989999999975,1.862759125688909,,,,
1999-08-11,0.041794319,0.045573,0.046094,0.042969,0.04349,197712000,1,0.0028650020000000054,6.708350037854749,,,,
1999-08-12,0.043823831,0.047786001,0.048958,0.045573,0.045832999,239616000,1,0.002213000999999999,4.855947600552957,,,,
1999-08-13,0.043346941,0.047265999,0.048307002,0.046875,0.047396,84672000,0,-0.0005200019999999986,-1.088188986561145,,,,
1999-08-16,0.041675102,0.045442998,0.047656,0.043880001,0.047656,223440000,0,-0.0018230010000000046,-3.856897216961403,,,,
1999-08-17,0.041794319,0.045573,0.046354,0.044401001,0.045573,193536000,1,0.00013000200000000406,0.28607707616474615,,,,
1999-08-18,0.042749941,0.046615001,0.047134999,0.044140998,0.045051999,279888000,1,0.0010420010000000007,2.2864437276457568,,,,
1999-08-19,0.051824506,0.056510001,0.059115,0.048177,0.049869999,1966992000,1,0.009894999999999994,21.227072375263905,,,,
1999-08-20,0.05134761,0.055989999,0.057030998,0.053906001,0.056641001,353088000,0,-0.0005200019999999986,-0.9201946395293792,,,,
1999-08-23,0.048242353,0.052604001,0.055208001,0.050781,0.055208001,507984000,0,-0.003385998000000001,-6.0475050196018065,,,,
1999-08-24,0.048003901,0.052344002,0.052864999,0.049219001,0.051823001,398064000,0,-0.00025999899999999687,-0.494257081319721,,,,
1999-08-25,0.047764551,0.052083001,0.052995,0.050000001,0.052474,350352000,0,-0.00026100100000000376,-0.49862637556831013,,,,
1999-08-26,0.047048327,0.051302001,0.052864999,0.050521001,0.052083001,275376000,0,-0.000780999999999997,-1.499529568198263,,,,
1999-08-27,0.049675744,0.054166999,0.056249999,0.052083001,0.052344002,552384000,1,0.0028649980000000005,5.584573591973538,,,,
1999-08-30,0.049496006,0.053971,0.056120001,0.051693,0.055078,158640000,0,-0.00019599900000000225,-0.3618420876519341,,,,
1999-08-31,0.0537357,0.058594,0.058853999,0.053125001,0.054166999,786864000,1,0.004623000000000002,8.565711215282287,,,,
1999-09-01,0.051227465,0.055858999,0.058594,0.054947998,0.058594,565344000,0,-0.002735001000000001,-4.66771512441547,,,,
1999-09-02,0.050630447,0.055208001,0.055468999,0.052864999,0.054035999,341088000,0,-0.0006509979999999999,-1.165430837742008,,,,
1999-09-03,0.050989021,0.055599,0.057030998,0.055208001,0.056249999,258864000,1,0.000390999000000003,0.7082288670441137,,,,
1999-09-07,0.050750595,0.055339001,0.056510001,0.055078,0.056510001,124416000,0,-0.0002599990000000038,-0.4676325113761108,,,,
1999-09-08,0.050630447,0.055208001,0.055858999,0.055208001,0.055468999,170064000,0,-0.00013099999999999917,-0.23672274098334223,,,,
1999-09-09,0.049914204,0.054427002,0.056120001,0.053385001,0.055729002,209472000,0,-0.0007809989999999975,-1.4146482137616203,,,,
1999-09-10,0.050630447,0.055208001,0.055989999,0.054947998,0.055339001,167424000,1,0.0007809989999999975,1.4349476754203685,,,,
1999-09-13,0.048958585,0.053385001,0.055468999,0.052864999,0.055468999,174432000,0,-0.0018229999999999982,-3.3020576129898243,,,,
1999-09-14,0.047526114,0.051823001,0.053385001,0.051562998,0.053385001,250368000,0,-0.0015620000000000009,-2.9259154645328205,,,,
1999-09-15,0.04788468,0.052214,0.052864999,0.050781,0.051171999,212736000,1,0.000390999000000003,0.7544893048551993,,,,
1999-09-16,0.046689719,0.050911002,0.052083001,0.05026,0.051562998,158112000,0,-0.0013029980000000066,-2.495495460987487,,,,
1999-09-17,0.046570517,0.050781,0.051042002,0.048958,0.050586,171648000,0,-0.00013000199999999712,-0.25535148571618593,,,,
1999-09-20,0.044898659,0.048958,0.050521001,0.048958,0.049869999,229104000,0,-0.0018229999999999982,-3.589925365786413,,,,
1999-09-21,0.040600277,0.044271,0.048177,0.043620002,0.047917001,737328000,0,-0.004687000000000004,-9.573511989868875,,,,
1999-09-22,0.041555878,0.045313001,0.045573,0.041666999,0.044271,375984000,1,0.0010420010000000007,2.353687515529355,,,,
1999-09-23,0.038092051,0.041536,0.045573,0.041145999,0.045442998,379584000,0,-0.003777001000000002,-8.335358322438195,,,,
1999-09-24,0.034629136,0.037760001,0.042707998,0.034896001,0.041666999,684912000,0,-0.003775998999999995,-9.090906683359004,,,,
1999-09-27,0.036778785,0.040104002,0.040885001,0.037760001,0.040233999,432000000,1,0.0023440009999999983,6.207629602552178,,,,
1999-09-28,0.040122472,0.043749999,0.044271,0.040104002,0.040169001,413184000,1,0.003645996999999998,9.091354523670725,,,,
1999-09-29,0.036898006,0.040233999,0.046354,0.039583001,0.044661,594048000,0,-0.0035159999999999983,-8.036571612264492,,,,
1999-09-30,0.036778785,0.040104002,0.042969,0.039583001,0.041666999,342528000,0,-0.00012999699999999975,-0.32310235927579495,,,,
1999-10-01,0.036540333,0.039843999,0.040885001,0.037760001,0.039453,347760000,0,-0.0002600030000000017,-0.6483218308237709,,,,
1999-10-04,0.037256584,0.040624999,0.041276,0.040104002,0.041145999,177600000,1,0.0007810000000000039,1.960144612994303,,,,
1999-10-05,0.040838718,0.044530999,0.044792,0.040624999,0.040624999,478080000,1,0.0039059999999999997,9.614769467440478,,,,
1999-10-06,0.045735028,0.049869999,0.052083001,0.044271,0.044661,1508736000,1,0.0053389999999999965,11.989400911486392,,,,
1999-10-07,0.042749941,0.046615001,0.051952999,0.046354,0.051952999,487296000,0,-0.003254997999999995,-6.526966242770518,,,,
1999-10-08,0.044898659,0.048958,0.050391,0.044792,0.046615001,398928000,1,0.0023429989999999984,5.026276841654467,,,,
1999-10-11,0.043704614,0.047656,0.049479,0.046354,0.049348999,544464000,0,-0.0013020000000000045,-2.6594223620246016,,,,
1999-10-12,0.043107592,0.047005001,0.048438001,0.046875,0.047917001,322992000,0,-0.0006509989999999993,-1.3660378546248098,,,,
1999-10-13,0.041913562,0.045703001,0.046484001,0.044792,0.046484001,280368000,0,-0.0013019999999999976,-2.769918034891644,,,,
1999-10-14,0.041078087,0.044792,0.045832999,0.044271,0.045832999,192336000,0,-0.0009110010000000016,-1.993306741498226,,,,
1999-10-15,0.040838718,0.044530999,0.044792,0.042447999,0.042578001,210720000,0,-0.0002610009999999968,-0.5826955706376068,,,,
1999-10-18,0.038689993,0.042188,0.044661,0.041926999,0.044661,215184000,0,-0.0023429989999999984,-5.261501095001256,,,,
1999-10-19,0.037137363,0.040495001,0.04349,0.039714001,0.04349,308928000,0,-0.0016929990000000006,-4.012987105338012,,,,
1999-10-20,0.038450632,0.041926999,0.042447999,0.040495001,0.041145999,348720000,1,0.0014319979999999968,3.536234015650467,,,,
1999-10-21,0.040241711,0.043880001,0.043880001,0.040624999,0.041797001,382128000,1,0.0019530020000000023,4.658101096145714,,,,
1999-10-22,0.041197304,0.044922002,0.046224002,0.043749999,0.043749999,286752000,1,0.0010420010000000007,2.3746603834398288,,,,
1999-10-25,0.039166883,0.042707998,0.045313001,0.042707998,0.044661,213840000,0,-0.0022140040000000055,-4.928551492429046,,,,
1999-10-26,0.042988367,0.046875,0.048438001,0.044271,0.044530999,481248000,1,0.004167002000000003,9.75695934049637,,,,
1999-10-27,0.041078087,0.044792,0.047396,0.044009998,0.047134999,214128000,0,-0.0020830000000000015,-4.443733333333336,,,,
1999-10-28,0.039166883,0.042707998,0.045832999,0.042447999,0.045051999,222768000,0,-0.0020840020000000015,-4.6526210037506734,,,,
1999-10-29,0.042272121,0.046094,0.046875,0.042969,0.043228999,330528000,1,0.003386002000000006,7.928262055271254,,,,
1999-11-01,0.044898659,0.048958,0.050781,0.045313001,0.045313001,782544000,1,0.0028639999999999985,6.213390029071025,,,,
1999-11-02,0.047764551,0.052083001,0.052344002,0.049479,0.049869999,837504000,1,0.0031250009999999953,6.3830242248457765,,,,
1999-11-03,0.052421503,0.057161,0.058594,0.053776,0.054166999,2011680000,1,0.005077999,9.749820291653318,,,,
1999-11-04,0.055765204,0.060807001,0.062369999,0.057813,0.057813,1260336000,1,0.003646001000000003,6.378476583684685,,,,
1999-11-05,0.053974133,0.058853999,0.063020997,0.055989999,0.0625,616368000,0,-0.0019530020000000023,-3.211804509155126,,,,
1999-11-08,0.055526763,0.060547002,0.062240001,0.055208001,0.057030998,470016000,1,0.0016930030000000054,2.876615062300194,,,,
1999-11-09,0.054690376,0.059634998,0.060676999,0.057291999,0.060417,272352000,0,-0.000912004000000001,-1.5062744147100808,,,,
1999-11-10,0.054213498,0.059115,0.059896,0.057943001,0.059831001,144048000,0,-0.0005199980000000007,-0.8719678333853564,,,,
1999-11-11,0.058034059,0.063281,0.066405997,0.057813,0.059115,562704000,1,0.004166000000000003,7.047280724012523,,,,
1999-11-12,0.061139323,0.066666998,0.066666998,0.062240001,0.066016003,501504000,1,0.003385998000000001,5.350734027591222,,,,
1999-11-15,0.05994527,0.065365002,0.069141001,0.064323001,0.067121997,362208000,0,-0.0013019959999999997,-1.95298429366806,,,,
1999-11-16,0.065677054,0.071615003,0.072916999,0.066666998,0.066927001,723792000,1,0.006250000999999991,9.56169327433049,,,,
1999-11-17,0.068184368,0.074349001,0.078125,0.071874999,0.072916999,786384000,1,0.0027339980000000014,3.8176330174837827,,,,
1999-11-18,0.068422809,0.074608997,0.076563001,0.073958002,0.075911,235968000,1,0.00025999599999999845,0.3496966959919185,,,,
1999-11-19,0.081916802,0.089322999,0.092448004,0.083333001,0.083594002,2165184000,1,0.014714002000000004,19.721484796263923,,,,
1999-11-22,0.081797592,0.089193001,0.091666996,0.083853997,0.091601998,540192000,0,-0.00012999800000000616,-0.14553698538492438,,,,
1999-11-23,0.075946584,0.082813002,0.083724,0.079167001,0.080077998,553248000,0,-0.006379998999999997,-7.153026502606408,,,,
